Time	ERKPP	AktPIPP	Akt	AktPIP3	AktPIP	ERK	ERKP	GS	HRG	MEK	MEKP	MEKPP	PI3K	PI3Kstar	PIP3	R	RP	RHRG	RHRG2	RPI3K	RPI3Kstar	RShGS	RShP	RShc	Raf	Rafstar	RasGDP	RasGTP	ShGS	ShP	Shc	P_I	internalization	E	MKP3	PP2A
1143	2.51539	0.656087	8.48305	0.417888	0.442976	875.974	121.51	9.99279	250.016	60.7182	59.1623	0.119439	7.10508	2.65298	0.022736	0.0156132	3.19596	6.1598	3.7888	0.192044	0.049896	0.00692858	0.0063287	0.00215611	99.9974	0.00263496	120	1.23E-05	0.000281463	999.942	0.0426606	798.46	29.6702	7	2.4	11.4
1146	2.38335	0.654073	8.48716	0.41696	0.441805	878.923	118.693	9.99282	250.016	60.8553	59.0256	0.119125	7.11292	2.64583	0.0226745	0.0155853	3.18383	6.14881	3.77528	0.191526	0.0497286	0.00690227	0.00630473	0.00215011	99.9974	0.00263566	120	1.23E-05	0.000281461	999.942	0.0428041	798.464	29.7021	7	2.4	11.4
1149	2.25714	0.652065	8.49127	0.416034	0.440636	881.835	115.908	9.99284	250.016	60.992	58.8892	0.118811	7.12074	2.63869	0.0226132	0.0155575	3.17176	6.13784	3.76181	0.191009	0.0495618	0.00687608	0.00628086	0.00214414	99.9974	0.00263636	120	1.23E-05	0.000281459	999.941	0.0429481	798.469	29.7339	7	2.4	11.4
1152	2.13658	0.650062	8.49536	0.415108	0.439469	884.708	113.155	9.99287	250.016	61.1284	58.7531	0.118498	7.12854	2.63157	0.022552	0.0155297	3.15974	6.12689	3.7484	0.190494	0.0493957	0.00685	0.0062571	0.0021382	99.9974	0.00263706	120	1.23E-05	0.000281458	999.941	0.0430925	798.473	29.7655	7	2.4	11.4
1155	2.02147	0.648065	8.49945	0.414184	0.438304	887.542	110.436	9.99289	250.016	61.2645	58.6174	0.118186	7.13633	2.62446	0.022491	0.015502	3.14777	6.11597	3.73503	0.189979	0.0492301	0.00682404	0.00623344	0.00213228	99.9974	0.00263776	120	1.23E-05	0.000281456	999.941	0.0432373	798.477	29.7971	7	2.4	11.4
1158	1.91165	0.646073	8.50352	0.41326	0.437142	890.338	107.751	9.99292	250.015	61.4002	58.4819	0.117875	7.14409	2.61737	0.0224301	0.0154744	3.13586	6.10507	3.72173	0.189466	0.0490652	0.0067982	0.00620989	0.00212639	99.9974	0.00263845	120	1.23E-05	0.000281454	999.941	0.0433827	798.481	29.8285	7	2.4	11.4
1161	1.80692	0.644087	8.50759	0.412338	0.435982	893.093	105.1	9.99295	250.015	61.5357	58.3468	0.117565	7.15185	2.6103	0.0223693	0.0154468	3.124	6.09419	3.70847	0.188954	0.0489009	0.00677246	0.00618644	0.00212053	99.9974	0.00263914	120	1.23E-05	0.000281452	999.941	0.0435285	798.485	29.8598	7	2.4	11.4
1164	1.70713	0.642106	8.51165	0.411416	0.434824	895.809	102.484	9.99297	250.015	61.6708	58.2119	0.117256	7.15958	2.60324	0.0223087	0.0154193	3.11219	6.08334	3.69527	0.188443	0.0487372	0.00674684	0.00616309	0.00211469	99.9974	0.00263983	120	1.23E-05	0.000281451	999.941	0.0436747	798.489	29.891	7	2.4	11.4
1167	1.61209	0.640131	8.5157	0.410496	0.433669	898.484	99.904	9.993	250.015	61.8057	58.0774	0.116947	7.16729	2.5962	0.0222482	0.0153919	3.10043	6.07251	3.68212	0.187933	0.0485741	0.00672133	0.00613985	0.00210887	99.9974	0.00264053	120	1.23E-05	0.000281449	999.941	0.0438214	798.493	29.922	7	2.4	11.4
1170	1.52163	0.638161	8.51975	0.409577	0.432516	901.118	97.3603	9.99302	250.015	61.9402	57.9432	0.11664	7.17499	2.58917	0.0221878	0.0153645	3.08873	6.06171	3.66902	0.187425	0.0484116	0.00669594	0.00611671	0.00210309	99.9974	0.00264121	120	1.23E-05	0.000281447	999.941	0.0439686	798.498	29.953	7	2.4	11.4
1173	1.43559	0.636197	8.52378	0.408658	0.431365	903.711	94.8534	9.99305	250.015	62.0744	57.8093	0.116333	7.18267	2.58216	0.0221276	0.0153372	3.07708	6.05092	3.65597	0.186917	0.0482497	0.00667066	0.00609367	0.00209732	99.9974	0.0026419	120	1.23E-05	0.000281445	999.941	0.0441162	798.502	29.9838	7	2.4	11.4
1176	1.3538	0.634238	8.5278	0.407741	0.430217	906.262	92.3839	9.99307	250.015	62.2083	57.6757	0.116027	7.19034	2.57516	0.0220675	0.0153099	3.06547	6.04017	3.64297	0.186411	0.0480884	0.00664548	0.00607073	0.00209159	99.9974	0.00264259	120	1.23E-05	0.000281444	999.941	0.0442643	798.506	30.0145	7	2.4	11.4
1179	1.2761	0.632284	8.53182	0.406825	0.42907	908.772	89.9522	9.9931	250.015	62.3419	57.5424	0.115723	7.19798	2.56818	0.0220075	0.0152827	3.05392	6.02943	3.63003	0.185905	0.0479276	0.00662042	0.00604789	0.00208588	99.9974	0.00264327	120	1.23E-05	0.000281442	999.941	0.0444129	798.51	30.0451	7	2.4	11.4
1182	1.20234	0.630336	8.53583	0.405909	0.427927	911.239	87.5588	9.99312	250.015	62.4751	57.4094	0.115419	7.20561	2.56122	0.0219477	0.0152555	3.04242	6.01872	3.61714	0.185401	0.0477675	0.00659547	0.00602515	0.00208019	99.9974	0.00264395	120	1.23E-05	0.00028144	999.94	0.044562	798.514	30.0756	7	2.4	11.4
1185	1.13235	0.628394	8.53983	0.404995	0.426785	913.664	85.204	9.99315	250.015	62.6081	57.2768	0.115115	7.21322	2.55427	0.021888	0.0152284	3.03097	6.00803	3.60429	0.184898	0.047608	0.00657062	0.00600251	0.00207453	99.9974	0.00264463	120	1.23E-05	0.000281438	999.94	0.0447115	798.518	30.106	7	2.4	11.4
1188	1.06598	0.626457	8.54382	0.404082	0.425646	916.046	82.8883	9.99317	250.015	62.7408	57.1444	0.114813	7.22082	2.54734	0.0218285	0.0152014	3.01957	5.99737	3.5915	0.184396	0.047449	0.00654589	0.00597998	0.00206889	99.9974	0.00264531	120	1.23E-05	0.000281437	999.94	0.0448615	798.522	30.1362	7	2.4	11.4
1191	1.00309	0.624525	8.5478	0.40317	0.424509	918.385	80.6119	9.9932	250.015	62.8731	57.0124	0.114512	7.22839	2.54042	0.0217691	0.0151744	3.00822	5.98673	3.57876	0.183896	0.0472906	0.00652126	0.00595753	0.00206328	99.9974	0.00264599	120	1.23E-05	0.000281435	999.94	0.045012	798.526	30.1663	7	2.4	11.4
1194	0.943536	0.622599	8.55177	0.402259	0.423375	920.681	78.3753	9.99322	250.015	63.0052	56.8806	0.114211	7.23595	2.53352	0.0217098	0.0151475	2.99691	5.97611	3.56607	0.183396	0.0471328	0.00649674	0.00593519	0.00205769	99.9974	0.00264667	120	1.23E-05	0.000281433	999.94	0.0451629	798.53	30.1964	7	2.4	11.4
1197	0.887166	0.620678	8.55573	0.401349	0.422243	922.934	76.1787	9.99325	250.015	63.1369	56.7492	0.113911	7.24349	2.52663	0.0216507	0.0151207	2.98566	5.96551	3.55343	0.182898	0.0469756	0.00647233	0.00591295	0.00205212	99.9974	0.00264734	120	1.23E-05	0.000281432	999.94	0.0453143	798.534	30.2263	7	2.4	11.4
1200	0.833848	0.618762	8.55968	0.40044	0.421113	925.144	74.0223	9.99327	250.015	63.2683	56.6181	0.113613	7.25102	2.51976	0.0215917	0.0150939	2.97446	5.95494	3.54084	0.1824	0.046819	0.00644802	0.0058908	0.00204659	99.9974	0.00264802	120	1.23E-05	0.00028143	999.94	0.0454662	798.538	30.2561	7	2.4	11.4
1203	0.783447	0.616852	8.56363	0.399533	0.419986	927.31	71.9064	9.99329	250.015	63.3995	56.4872	0.113315	7.25852	2.51291	0.0215328	0.0150671	2.9633	5.94439	3.5283	0.181904	0.0466629	0.00642383	0.00586875	0.00204107	99.9974	0.00264869	120	1.23E-05	0.000281428	999.94	0.0456186	798.542	30.2858	7	2.4	11.4
1206	0.735831	0.614948	8.56757	0.398626	0.418861	929.433	69.8311	9.99332	250.015	63.5303	56.3567	0.113017	7.26601	2.50607	0.0214741	0.0150404	2.9522	5.93386	3.5158	0.181409	0.0465075	0.00639973	0.00584679	0.00203558	99.9974	0.00264936	120	1.23E-05	0.000281426	999.94	0.0457714	798.546	30.3153	7	2.4	11.4
1209	0.690873	0.613048	8.57149	0.39772	0.417738	931.513	67.7965	9.99334	250.015	63.6608	56.2265	0.112721	7.27348	2.49925	0.0214155	0.0150138	2.94114	5.92336	3.50336	0.180915	0.0463525	0.00637574	0.00582494	0.00203011	99.9973	0.00265003	120	1.23E-05	0.000281425	999.94	0.0459248	798.55	30.3448	7	2.4	11.4
1212	0.648451	0.611154	8.57541	0.396816	0.416617	933.549	65.8028	9.99337	250.015	63.791	56.0966	0.112426	7.28094	2.49244	0.021357	0.0149872	2.93013	5.91288	3.49097	0.180423	0.0461982	0.00635186	0.00580317	0.00202467	99.9973	0.0026507	120	1.23E-05	0.000281423	999.939	0.0460786	798.554	30.3742	7	2.4	11.4
1215	0.608444	0.609266	8.57932	0.395913	0.415499	935.541	63.8501	9.99339	250.015	63.9209	55.967	0.112131	7.28838	2.48565	0.0212987	0.0149607	2.91917	5.90242	3.47862	0.179931	0.0460444	0.00632807	0.0057815	0.00201925	99.9973	0.00265136	120	1.23E-05	0.000281421	999.939	0.0462329	798.558	30.4034	7	2.4	11.4
1218	0.570737	0.607383	8.58322	0.39501	0.414384	937.491	61.9383	9.99341	250.015	64.0505	55.8377	0.111837	7.2958	2.47887	0.0212405	0.0149343	2.90825	5.89198	3.46632	0.179441	0.0458912	0.0063044	0.00575993	0.00201385	99.9973	0.00265203	120	1.23E-05	0.000281419	999.939	0.0463877	798.562	30.4326	7	2.4	11.4
1221	0.535217	0.605505	8.58712	0.394109	0.41327	939.397	60.0674	9.99344	250.015	64.1798	55.7087	0.111544	7.3032	2.47211	0.0211824	0.0149079	2.89739	5.88157	3.45407	0.178951	0.0457385	0.00628082	0.00573845	0.00200848	99.9973	0.00265269	120	1.23E-05	0.000281418	999.939	0.046543	798.566	30.4616	7	2.4	11.4
1224	0.501777	0.603632	8.591	0.393209	0.412159	941.261	58.2375	9.99346	250.015	64.3088	55.58	0.111252	7.31058	2.46537	0.0211245	0.0148815	2.88657	5.87118	3.44187	0.178463	0.0455864	0.00625735	0.00571706	0.00200313	99.9973	0.00265335	120	1.23E-05	0.000281416	999.939	0.0466987	798.57	30.4905	7	2.4	11.4
1227	0.47031	0.601765	8.59487	0.392311	0.411051	943.081	56.4483	9.99348	250.015	64.4374	55.4516	0.110961	7.31795	2.45864	0.0210667	0.0148553	2.87579	5.86081	3.42972	0.177976	0.0454349	0.00623398	0.00569576	0.0019978	99.9973	0.00265401	120	1.23E-05	0.000281414	999.939	0.046855	798.574	30.5193	7	2.4	11.4
1230	0.440717	0.599903	8.59874	0.391413	0.409944	944.859	54.6999	9.99351	250.015	64.5658	55.3235	0.110671	7.3253	2.45192	0.021009	0.014829	2.86507	5.85047	3.41762	0.17749	0.0452839	0.00621071	0.00567456	0.0019925	99.9973	0.00265467	120	1.23E-05	0.000281412	999.939	0.0470117	798.578	30.548	7	2.4	11.4
1233	0.412901	0.598047	8.6026	0.390516	0.40884	946.595	52.992	9.99353	250.015	64.6939	55.1957	0.110381	7.33264	2.44523	0.0209515	0.0148029	2.85439	5.84014	3.40556	0.177005	0.0451334	0.00618754	0.00565345	0.00198722	99.9973	0.00265532	120	1.23E-05	0.000281411	999.939	0.0471689	798.582	30.5766	7	2.4	11.4
1236	0.386767	0.596196	8.60644	0.389621	0.407739	948.289	51.3245	9.99355	250.015	64.8217	55.0682	0.110092	7.33995	2.43854	0.0208941	0.0147768	2.84375	5.82984	3.39355	0.176521	0.0449836	0.00616447	0.00563243	0.00198196	99.9973	0.00265598	120	1.23E-05	0.000281409	999.939	0.0473267	798.586	30.6051	7	2.4	11.4
1239	0.362227	0.59435	8.61028	0.388727	0.406639	949.941	49.6972	9.99358	250.015	64.9492	54.941	0.109804	7.34725	2.43188	0.0208369	0.0147507	2.83316	5.81956	3.38159	0.176039	0.0448342	0.0061415	0.0056115	0.00197673	99.9973	0.00265663	120	1.23E-05	0.000281407	999.939	0.0474849	798.589	30.6335	7	2.4	11.4
1242	0.339194	0.592509	8.61411	0.387834	0.405542	951.551	48.1097	9.9936	250.015	65.0764	54.8141	0.109517	7.35453	2.42523	0.0207798	0.0147247	2.82262	5.80931	3.36967	0.175557	0.0446854	0.00611863	0.00559066	0.00197152	99.9973	0.00265728	120	1.23E-05	0.000281405	999.938	0.0476436	798.593	30.6618	7	2.4	11.4
1245	0.317585	0.590674	8.61794	0.386942	0.404448	953.121	46.5619	9.99362	250.015	65.2032	54.6875	0.109231	7.3618	2.41859	0.0207228	0.0146988	2.81212	5.79907	3.3578	0.175077	0.0445372	0.00609586	0.00556992	0.00196633	99.9973	0.00265793	120	1.23E-05	0.000281404	999.938	0.0478028	798.597	30.6899	7	2.4	11.4
1248	0.297321	0.588844	8.62175	0.386051	0.403356	954.649	45.0533	9.99365	250.015	65.3298	54.5612	0.108946	7.36904	2.41197	0.0206659	0.0146729	2.80167	5.78886	3.34598	0.174598	0.0443894	0.00607319	0.00554926	0.00196116	99.9973	0.00265858	120	1.23E-05	0.000281402	999.938	0.0479625	798.601	30.718	7	2.4	11.4
1251	0.278327	0.587019	8.62555	0.385161	0.402266	956.138	43.5837	9.99367	250.015	65.4561	54.4352	0.108661	7.37627	2.40536	0.0206092	0.014647	2.79127	5.77867	3.3342	0.17412	0.0442423	0.00605061	0.00552869	0.00195601	99.9973	0.00265923	120	1.23E-05	0.0002814	999.938	0.0481227	798.605	30.746	7	2.4	11.4
1254	0.26053	0.5852	8.62935	0.384273	0.401178	957.587	42.1527	9.99369	250.015	65.5821	54.3095	0.108377	7.38349	2.39878	0.0205526	0.0146213	2.7809	5.7685	3.32247	0.173643	0.0440956	0.00602813	0.00550821	0.00195089	99.9973	0.00265988	120	1.23E-05	0.000281398	999.938	0.0482834	798.609	30.7738	7	2.4	11.4
1257	0.243861	0.583385	8.63314	0.383386	0.400093	958.996	40.7598	9.99371	250.015	65.7078	54.1841	0.108094	7.39068	2.3922	0.0204962	0.0145955	2.77059	5.75836	3.31079	0.173167	0.0439495	0.00600575	0.00548782	0.00194579	99.9973	0.00266052	120	1.23E-05	0.000281397	999.938	0.0484446	798.613	30.8016	7	2.4	11.4
1260	0.228255	0.581577	8.63691	0.3825	0.39901	960.367	39.4046	9.99374	250.015	65.8332	54.059	0.107812	7.39786	2.38564	0.0204399	0.0145699	2.76031	5.74823	3.29915	0.172692	0.0438039	0.00598347	0.00546751	0.00194071	99.9973	0.00266116	120	1.23E-05	0.000281395	999.938	0.0486063	798.616	30.8293	7	2.4	11.4
1263	0.213649	0.579773	8.64068	0.381615	0.39793	961.7	38.0867	9.99376	250.015	65.9582	53.9342	0.107531	7.40502	2.3791	0.0203837	0.0145443	2.75009	5.73813	3.28755	0.172219	0.0436589	0.00596128	0.0054473	0.00193565	99.9973	0.0026618	120	1.23E-05	0.000281393	999.938	0.0487685	798.62	30.8568	7	2.4	11.4
1266	0.199983	0.577974	8.64444	0.380731	0.396852	962.994	36.8056	9.99378	250.015	66.083	53.8097	0.10725	7.41217	2.37257	0.0203277	0.0145187	2.7399	5.72805	3.27601	0.171746	0.0435144	0.00593919	0.00542717	0.00193062	99.9973	0.00266244	120	1.23E-05	0.000281392	999.937	0.0489313	798.624	30.8843	7	2.4	11.4
1269	0.1872	0.576181	8.64819	0.379849	0.395776	964.252	35.5607	9.9938	250.014	66.2075	53.6855	0.106971	7.41929	2.36606	0.0202717	0.0144932	2.72976	5.71799	3.2645	0.171275	0.0433704	0.00591719	0.00540712	0.00192561	99.9973	0.00266308	120	1.23E-05	0.00028139	999.937	0.0490945	798.628	30.9116	7	2.4	11.4
1272	0.175248	0.574393	8.65194	0.378967	0.394703	965.473	34.3516	9.99382	250.014	66.3317	53.5616	0.106692	7.4264	2.35957	0.020216	0.0144678	2.71966	5.70795	3.25305	0.170805	0.0432269	0.00589529	0.00538717	0.00192061	99.9973	0.00266372	120	1.23E-05	0.000281388	999.937	0.0492582	798.632	30.9388	7	2.4	11.4
1275	0.164074	0.57261	8.65567	0.378087	0.393632	966.658	33.1777	9.99385	250.014	66.4556	53.4379	0.106414	7.4335	2.35308	0.0201603	0.0144424	2.70961	5.69794	3.24163	0.170336	0.043084	0.00587348	0.0053673	0.00191564	99.9973	0.00266435	120	1.23E-05	0.000281386	999.937	0.0494225	798.636	30.966	7	2.4	11.4
1278	0.153631	0.570833	8.6594	0.377208	0.392563	967.808	32.0384	9.99387	250.014	66.5793	53.3146	0.106136	7.44057	2.34662	0.0201048	0.0144171	2.6996	5.68794	3.23026	0.169868	0.0429415	0.00585176	0.00534751	0.0019107	99.9973	0.00266499	120	1.23E-05	0.000281385	999.937	0.0495872	798.639	30.993	7	2.4	11.4
1281	0.143872	0.56906	8.66311	0.376331	0.391497	968.923	30.9332	9.99389	250.014	66.7026	53.1916	0.10586	7.44763	2.34017	0.0200494	0.0143918	2.68963	5.67797	3.21894	0.169401	0.0427996	0.00583014	0.00532781	0.00190577	99.9973	0.00266562	120	1.23E-05	0.000281383	999.937	0.0497525	798.643	31.02	7	2.4	11.4
1284	0.134755	0.567293	8.66682	0.375454	0.390433	970.004	29.8614	9.99391	250.014	66.8256	53.0688	0.105584	7.45467	2.33373	0.0199942	0.0143666	2.6797	5.66802	3.20766	0.168935	0.0426582	0.0058086	0.00530819	0.00190086	99.9973	0.00266625	120	1.23E-05	0.000281381	999.937	0.0499183	798.647	31.0468	7	2.4	11.4
1287	0.126239	0.565531	8.67052	0.374579	0.389371	971.051	28.8224	9.99393	250.014	66.9483	52.9464	0.105309	7.4617	2.32731	0.0199391	0.0143414	2.66982	5.65809	3.19643	0.16847	0.0425173	0.00578717	0.00528866	0.00189597	99.9973	0.00266688	120	1.23E-05	0.000281379	999.937	0.0500846	798.651	31.0736	7	2.4	11.4
1290	0.118286	0.563774	8.67421	0.373705	0.388312	972.066	27.8156	9.99395	250.014	67.0708	52.8242	0.105035	7.46871	2.32091	0.0198841	0.0143163	2.65998	5.64818	3.18523	0.168007	0.0423769	0.00576582	0.00526921	0.00189111	99.9973	0.00266751	120	1.23E-05	0.000281377	999.937	0.0502514	798.654	31.1002	7	2.4	11.4
1293	0.110858	0.562022	8.67789	0.372833	0.387255	973.049	26.8404	9.99397	250.014	67.1929	52.7023	0.104762	7.4757	2.31452	0.0198292	0.0142912	2.65018	5.63829	3.17409	0.167544	0.0422371	0.00574456	0.00524985	0.00188627	99.9973	0.00266813	120	1.23E-05	0.000281376	999.936	0.0504187	798.658	31.1268	7	2.4	11.4
1296	0.103923	0.560275	8.68156	0.371961	0.386201	974	25.8962	9.994	250.014	67.3148	52.5807	0.104489	7.48267	2.30815	0.0197745	0.0142662	2.64042	5.62843	3.16298	0.167083	0.0420977	0.0057234	0.00523056	0.00188144	99.9973	0.00266876	120	1.23E-05	0.000281374	999.936	0.0505865	798.662	31.1532	7	2.4	11.4
1299	0.0974468	0.558534	8.68523	0.371091	0.385149	974.92	24.9822	9.99402	250.014	67.4363	52.4594	0.104217	7.48963	2.30179	0.0197199	0.0142412	2.63071	5.61858	3.15192	0.166623	0.0419589	0.00570232	0.00521136	0.00187664	99.9973	0.00266938	120	1.23E-05	0.000281372	999.936	0.0507549	798.666	31.1796	7	2.4	11.4
1302	0.0914003	0.556798	8.68888	0.370222	0.384099	975.811	24.0978	9.99404	250.014	67.5576	52.3384	0.103946	7.49657	2.29545	0.0196655	0.0142163	2.62103	5.60876	3.1409	0.166164	0.0418205	0.00568134	0.00519225	0.00187186	99.9973	0.00267	120	1.23E-05	0.00028137	999.936	0.0509238	798.669	31.2058	7	2.4	11.4
1305	0.0857549	0.555066	8.69253	0.369354	0.383052	976.672	23.2423	9.99406	250.014	67.6786	52.2177	0.103676	7.50349	2.28912	0.0196112	0.0141915	2.6114	5.59896	3.12993	0.165706	0.0416827	0.00566044	0.00517321	0.00186709	99.9973	0.00267062	120	1.23E-05	0.000281369	999.936	0.0510932	798.673	31.232	7	2.4	11.4
1308	0.0804839	0.55334	8.69617	0.368488	0.382007	977.504	22.4151	9.99408	250.014	67.7993	52.0973	0.103407	7.5104	2.28281	0.019557	0.0141667	2.60181	5.58918	3.11899	0.165249	0.0415453	0.00563964	0.00515425	0.00186235	99.9973	0.00267124	120	1.23E-05	0.000281367	999.936	0.0512631	798.677	31.2581	7	2.4	11.4
1311	0.0755622	0.551619	8.69979	0.367623	0.380964	978.309	21.6155	9.9941	250.014	67.9197	51.9772	0.103138	7.51729	2.27651	0.0195029	0.014142	2.59226	5.57942	3.1081	0.164793	0.0414085	0.00561892	0.00513538	0.00185763	99.9973	0.00267186	120	1.23E-05	0.000281365	999.936	0.0514336	798.68	31.284	7	2.4	11.4
1314	0.0709665	0.549903	8.70341	0.366759	0.379924	979.086	20.8429	9.99412	250.014	68.0398	51.8573	0.10287	7.52416	2.27023	0.019449	0.0141173	2.58275	5.56968	3.09726	0.164338	0.0412721	0.00559829	0.00511658	0.00185293	99.9973	0.00267247	120	1.23E-05	0.000281363	999.936	0.0516046	798.684	31.3099	7	2.4	11.4
1317	0.0666748	0.548192	8.70703	0.365896	0.378886	979.837	20.0964	9.99414	250.014	68.1596	51.7378	0.102603	7.53102	2.26396	0.0193952	0.0140926	2.57328	5.55996	3.08645	0.163885	0.0411362	0.00557775	0.00509787	0.00184825	99.9973	0.00267308	120	1.23E-05	0.000281362	999.935	0.0517761	798.688	31.3357	7	2.4	11.4
1320	0.0626665	0.546486	8.71063	0.365035	0.37785	980.562	19.3756	9.99416	250.014	68.2792	51.6185	0.102337	7.53785	2.25771	0.0193415	0.0140681	2.56385	5.55026	3.07569	0.163432	0.0410009	0.0055573	0.00507923	0.00184359	99.9973	0.0026737	120	1.23E-05	0.00028136	999.935	0.0519482	798.691	31.3614	7	2.4	11.4
1323	0.0589224	0.544786	8.71422	0.364175	0.376817	981.261	18.6797	9.99418	250.014	68.3984	51.4995	0.102072	7.54468	2.25148	0.019288	0.0140435	2.55446	5.54059	3.06497	0.162981	0.040866	0.00553693	0.00506068	0.00183895	99.9973	0.00267431	120	1.23E-05	0.000281358	999.935	0.0521207	798.695	31.387	7	2.4	11.4
1326	0.0554246	0.54309	8.71781	0.363316	0.375786	981.937	18.008	9.9942	250.014	68.5174	51.3808	0.101807	7.55148	2.24526	0.0192346	0.0140191	2.54511	5.53093	3.05429	0.162531	0.0407316	0.00551665	0.0050422	0.00183432	99.9973	0.00267492	120	1.23E-05	0.000281356	999.935	0.0522938	798.699	31.4125	7	2.4	11.4
1329	0.0521563	0.541399	8.72139	0.362458	0.374757	982.588	17.3599	9.99422	250.014	68.6361	51.2624	0.101543	7.55827	2.23905	0.0191813	0.0139946	2.5358	5.5213	3.04365	0.162082	0.0405977	0.00549645	0.0050238	0.00182972	99.9973	0.00267552	120	1.23E-05	0.000281355	999.935	0.0524675	798.702	31.4379	7	2.4	11.4
1332	0.0491018	0.539714	8.72495	0.361602	0.373731	983.216	16.7347	9.99424	250.014	68.7545	51.1443	0.10128	7.56504	2.23286	0.0191282	0.0139703	2.52652	5.51168	3.03305	0.161633	0.0404642	0.00547634	0.00500548	0.00182514	99.9973	0.00267613	120	1.23E-05	0.000281353	999.935	0.0526417	798.706	31.4632	7	2.4	11.4
1335	0.0462466	0.538033	8.72851	0.360747	0.372707	983.822	16.1318	9.99426	250.014	68.8726	51.0264	0.101017	7.5718	2.22669	0.0190752	0.0139459	2.51729	5.50209	3.0225	0.161186	0.0403313	0.00545632	0.00498724	0.00182058	99.9973	0.00267673	120	1.23E-05	0.000281351	999.935	0.0528164	798.709	31.4884	7	2.4	11.4
1338	0.0435769	0.536358	8.73206	0.359893	0.371686	984.406	15.5505	9.99428	250.014	68.9904	50.9089	0.100756	7.57854	2.22053	0.0190223	0.0139217	2.5081	5.49252	3.01198	0.160741	0.0401988	0.00543638	0.00496908	0.00181603	99.9973	0.00267734	120	1.23E-05	0.000281349	999.935	0.0529916	798.713	31.5135	7	2.4	11.4
1341	0.0410801	0.534687	8.73561	0.359041	0.370667	984.969	14.9902	9.9943	250.014	69.1079	50.7916	0.100495	7.58526	2.21438	0.0189695	0.0138975	2.49895	5.48297	3.00151	0.160296	0.0400668	0.00541653	0.00495099	0.00181151	99.9973	0.00267794	120	1.23E-05	0.000281348	999.934	0.0531674	798.717	31.5386	7	2.4	11.4
1344	0.0387443	0.533022	8.73914	0.35819	0.36965	985.511	14.4503	9.99432	250.014	69.2252	50.6746	0.100235	7.59196	2.20825	0.0189169	0.0138733	2.48983	5.47343	2.99108	0.159852	0.0399353	0.00539675	0.00493298	0.001807	99.9973	0.00267854	120	1.23E-05	0.000281346	999.934	0.0533437	798.72	31.5635	7	2.4	11.4
1347	0.0365586	0.531361	8.74266	0.35734	0.368635	986.033	13.9301	9.99434	250.014	69.3421	50.5579	0.0999753	7.59865	2.20214	0.0188644	0.0138492	2.48075	5.46392	2.98068	0.15941	0.0398043	0.00537707	0.00491504	0.00180251	99.9973	0.00267913	120	1.23E-05	0.000281344	999.934	0.0535206	798.724	31.5884	7	2.4	11.4
1350	0.0345125	0.529705	8.74618	0.356492	0.367623	986.536	13.4291	9.99436	250.014	69.4588	50.4415	0.0997167	7.60532	2.19604	0.0188121	0.0138251	2.47172	5.45443	2.97033	0.158968	0.0396737	0.00535746	0.00489718	0.00179805	99.9973	0.00267973	120	1.23E-05	0.000281342	999.934	0.053698	798.727	31.6131	7	2.4	11.4
1353	0.0325967	0.528055	8.74969	0.355644	0.366614	987.021	12.9466	9.99438	250.014	69.5752	50.3253	0.0994588	7.61198	2.18995	0.0187599	0.0138011	2.46272	5.44496	2.96002	0.158528	0.0395436	0.00533794	0.0048794	0.0017936	99.9973	0.00268033	120	1.23E-05	0.00028134	999.934	0.053876	798.731	31.6378	7	2.4	11.4
1356	0.0308022	0.526409	8.75319	0.354799	0.365606	987.487	12.482	9.9944	250.014	69.6914	50.2094	0.0992017	7.61862	2.18388	0.0187078	0.0137772	2.45375	5.43551	2.94975	0.158088	0.039414	0.0053185	0.00486169	0.00178917	99.9973	0.00268092	120	1.23E-05	0.000281339	999.934	0.0540545	798.734	31.6624	7	2.4	11.4
1359	0.0291207	0.524768	8.75668	0.353954	0.364601	987.936	12.0349	9.99442	250.014	69.8072	50.0939	0.0989453	7.62524	2.17783	0.0186558	0.0137533	2.44483	5.42608	2.93951	0.15765	0.0392848	0.00529914	0.00484405	0.00178476	99.9973	0.00268151	120	1.23E-05	0.000281337	999.934	0.0542335	798.738	31.6869	7	2.4	11.4
